order_id,supplier_id,supplier_rating,distance_km,shipment_mode,weather_score,demand_volatility,inventory_level,order_quantity,risk_score,is_delayed
O18653,S35,5,1274,Sea,0.6426943280526443,0.7499288251531078,829,58,48,1
O18654,S41,2,1593,Air,0.24872089776562956,0.4305036730773577,959,287,45,1
O18655,S4,4,1448,Air,0.347197952199671,0.09614163263163833,89,361,43,0
O18656,S34,5,1367,Road,0.8670447829065397,0.9053464381095331,60,151,66,1
O18657,S13,4,1638,Sea,0.3785846679053154,0.47769645862493326,19,226,56,1
O18658,S11,1,1127,Air,0.4708356943026111,0.8395358966522775,188,185,57,1
O18659,S32,3,133,Road,0.1724893135475375,0.4758648038852752,403,313,22,0
O18660,S46,4,1095,Air,0.3925766584779591,0.9377269363669982,802,90,37,1
O18661,S11,1,1148,Road,0.05336572917161364,0.8643955908531706,612,102,49,1
O18662,S10,4,1128,Sea,0.6601824083976886,0.9136070195764999,174,351,62,1
O18663,S3,4,214,Sea,0.4466669335660456,0.548964745895763,615,389,28,0
O18664,S20,3,414,Road,0.4893248699377092,0.18558226543372192,944,50,23,0
O18665,S18,3,1860,Sea,0.3482931108471431,0.011381244484414021,195,158,37,1
O18666,S17,3,728,Road,0.536082612109614,0.5880841509288307,291,394,46,1
O18667,S30,1,179,Sea,0.7318048824040361,0.1550892574697862,209,152,47,1
O18668,S40,3,1684,Road,0.8347842667480577,0.696102615631878,492,286,54,1
O18669,S15,3,225,Road,0.406311569725636,0.5093052962779366,22,372,42,0
O18670,S3,4,726,Road,0.39116071384169593,0.1521484425476829,53,285,30,0
O18671,S42,3,1721,Road,0.49080634556713554,0.7957665937208442,231,189,49,1
O18672,S43,1,346,Air,0.14685755856247562,0.8886415848228734,573,377,43,1
O18673,S38,2,1995,Road,0.4926582395100748,0.32688658965113615,493,420,48,1
O18674,S28,3,909,Air,0.4120755700055202,0.2107488062291788,696,184,30,0
O18675,S38,2,1216,Air,0.39746165515452736,0.9990104290900739,363,110,58,1
O18676,S27,3,1651,Air,0.7940699848358187,0.4114911492385227,900,386,60,1
O18677,S15,3,840,Road,0.34924867634711443,0.03066899467038675,763,99,25,0
O18678,S27,3,518,Air,0.8910146639596407,0.3002546183752599,122,428,60,1
O18679,S35,5,266,Sea,0.7662170073962556,0.17034035077130205,65,494,40,1
O18680,S23,3,1395,Sea,0.04790373672192627,0.6477501347416718,92,422,57,1
O18681,S49,3,606,Air,0.9660583518119698,0.9319581738613603,962,159,58,1
O18682,S20,3,411,Road,0.7905182682086189,0.32476432424734325,471,380,31,0
O18683,S35,5,1256,Sea,0.22665252255341017,0.5687122522436691,633,302,37,1
O18684,S34,5,729,Road,0.7160952799911429,0.7842951394109512,803,478,30,0
O18685,S42,3,1257,Road,0.43644258042725204,0.9818079626649602,495,154,51,1
O18686,S18,3,1171,Air,0.9543210806985867,0.9207147234374172,26,181,80,1
O18687,S32,3,958,Road,0.9484402821127262,0.40625669552053545,499,224,44,0
O18688,S48,3,493,Road,0.8366521783330784,0.8466632057799873,114,341,56,1
O18689,S40,3,1592,Road,0.7033028973628754,0.5535823108037095,885,81,49,1
O18690,S19,3,1053,Road,0.4710132266687347,0.6297400696923752,298,138,38,1
O18691,S17,3,1432,Road,0.06792056289977311,0.12414992360740762,652,400,28,0
O18692,S33,2,902,Sea,0.4053032247449424,0.7850279182267106,685,411,52,1
O18693,S26,4,1722,Sea,0.4612881908624823,0.07655162606870647,176,124,35,1
O18694,S48,3,1547,Sea,0.5327907616021025,0.3217527480198299,552,87,46,1
O18695,S43,1,857,Sea,0.9808045183151761,0.1586044719870887,188,103,60,1
O18696,S27,3,1144,Road,0.050426418374643456,0.5483957403823858,293,435,43,1
O18697,S15,3,1100,Sea,0.9460388435635279,0.7817459035026193,412,378,55,1
O18698,S5,3,1165,Road,0.5126357824821591,0.5501933443159462,424,314,38,0
O18699,S40,3,682,Road,0.6643580598852076,0.842436001244421,491,257,38,1
O18700,S45,3,1229,Sea,0.1025627513617352,0.39847188624409924,382,338,39,0
O18701,S30,1,1189,Air,0.7445096389616331,0.6039045539342295,383,377,70,1
O18702,S39,4,543,Sea,0.3679090772346192,0.2906343604303314,200,403,37,0
O18703,S4,4,592,Air,0.5880592384457947,0.9335919131707838,326,94,33,0
O18704,S15,3,629,Sea,0.39619550667452896,0.39056933891622614,377,422,44,0
O18705,S42,3,416,Road,0.7250595107940305,0.7921935371323561,575,311,38,1
O18706,S17,3,843,Road,0.18410324748060547,0.32237320827671767,392,267,27,0
O18707,S14,3,507,Road,0.011417542635965727,0.8377807803477331,170,196,40,1
O18708,S46,4,1685,Road,0.9230291540065504,0.8644466291686765,261,411,69,1
O18709,S46,4,715,Air,0.9691116265183811,0.50046021082823,604,323,45,1
O18710,S38,2,497,Air,0.2662584352714017,0.384461183213881,621,280,29,0
O18711,S15,3,810,Road,0.6120872318707721,0.1445359915710953,703,62,32,0
O18712,S50,3,458,Air,0.5686621991339159,0.8879763856997279,973,420,37,1
O18713,S49,3,1403,Road,0.2898295438252212,0.8933920169138225,601,59,46,1
O18714,S32,3,1933,Air,0.005600734381373651,0.04184037854861078,139,269,40,1
O18715,S26,4,132,Road,0.9424636224229992,0.6080746299891504,596,307,34,0
O18716,S31,4,125,Sea,0.6654158737783636,0.31853485501625745,183,143,29,0
O18717,S27,3,253,Air,0.8590632975058231,0.14683913808566107,120,96,41,1
O18718,S25,3,1573,Sea,0.021714990844603155,0.42580573118847553,17,330,53,1
O18719,S33,2,1939,Road,0.3727482069487097,0.8011966510800594,336,105,54,1
O18720,S16,3,676,Air,0.840813411189494,0.035110839624456824,750,430,39,0
O18721,S37,3,255,Air,0.38482920429892553,0.2293148121662798,130,145,36,0
O18722,S30,1,1587,Sea,0.3291826940583835,0.2630842637792865,940,391,56,1
O18723,S44,5,1399,Air,0.6857569042170562,0.30552865025047715,13,348,63,1
O18724,S18,3,1109,Road,0.20603358286291729,0.5251026446439597,551,333,31,0
O18725,S3,4,476,Air,0.27067969664969194,0.7638562376920774,860,181,24,0
O18726,S4,4,741,Sea,0.06458883349641975,0.4106279911787032,820,78,18,0
O18727,S2,5,1544,Sea,0.9067259888604511,0.6685932289479355,135,346,67,1
O18728,S34,5,215,Road,0.3877391680721992,0.6879538635259517,665,226,22,0
O18729,S45,3,1578,Road,0.9408310650606179,0.1991415324243493,688,65,47,1
O18730,S18,3,228,Air,0.010970574104199993,0.7676203506287433,938,416,24,0
O18731,S23,3,435,Road,0.5718801672095939,0.7121867180348118,711,335,34,0
O18732,S10,4,246,Air,0.09399003272329276,0.1550962858541881,788,308,9,0
O18733,S43,1,122,Road,0.2851674497160447,0.38149478527024916,201,71,37,0
O18734,S8,5,218,Air,0.3290965590257593,0.48085798399656055,534,108,17,0
O18735,S31,4,1388,Road,0.6699420031460274,0.9804862370331788,430,399,51,1
O18736,S15,3,1758,Road,0.5064427723059748,0.9576131913675779,922,165,52,1
O18737,S26,4,1578,Sea,0.5856867810571801,0.08319047640587218,636,464,38,0
O18738,S18,3,768,Sea,0.36013478409597777,0.5622900679158986,33,337,47,1
O18739,S31,4,479,Air,0.974536597282257,0.46900613103546707,125,446,59,1
O18740,S42,3,1602,Road,0.2153059528810427,0.23629011092942376,347,401,48,1
O18741,S29,4,1724,Sea,0.9149808321701346,0.227603649934066,533,409,47,1
O18742,S47,3,571,Air,0.11580411294286441,0.5662714581854951,117,328,37,0
O18743,S28,3,1740,Road,0.7156979153901823,0.3255238453805176,796,418,45,1
O18744,S32,3,1970,Air,0.19776037963683735,0.15571161819482338,110,174,46,1
O18745,S39,4,390,Air,0.9342698773910747,0.0151702330036535,221,195,35,0
O18746,S47,3,364,Road,0.3089727850282781,0.7552584714688575,771,126,29,0
O18747,S38,2,1276,Road,0.08944051436359857,0.3233749223984591,694,302,40,0
O18748,S8,5,1743,Sea,0.15523066814969133,0.6594348736789364,837,143,37,0
O18749,S43,1,874,Air,0.7748600921267972,0.7414247344619803,558,215,73,1
O18750,S3,4,1673,Air,0.7770289509727198,0.8881826754552621,366,179,63,1
O18751,S21,4,1156,Sea,0.692864836423154,0.044881280199729034,322,159,32,0
O18752,S6,3,1495,Sea,0.6582700288660761,0.4763900706468336,443,294,51,1
O18753,S30,1,985,Road,0.19651322138224447,0.07358767048149883,422,423,53,1
O18754,S49,3,1656,Sea,0.9576719740543921,0.47775881308693735,107,103,57,1
O18755,S24,3,1257,Air,0.792078966482648,0.8617526627322486,989,66,68,1
O18756,S43,1,379,Road,0.705530162668815,0.9170301950062199,810,351,55,1
O18757,S8,5,1764,Sea,0.1055049663189731,0.46283725319142666,754,350,32,1
O18758,S43,1,1051,Air,0.6309862782836255,0.33327332369933427,628,158,63,1
O18759,S27,3,1758,Air,0.6004015376243931,0.01593149179943021,942,187,49,1
O18760,S5,3,1534,Sea,0.24202204330249988,0.7156067482271499,153,247,62,1
O18761,S20,3,512,Sea,0.4032768813682507,0.724419788787747,19,435,51,1
O18762,S37,3,638,Sea,0.1512401936915958,0.8789970966803241,896,179,33,0
O18763,S48,3,374,Road,0.4241125510494579,0.4242278216674972,64,325,41,1
O18764,S17,3,792,Sea,0.7843302902525613,0.41757914844670163,21,150,53,1
O18765,S10,4,780,Road,0.05042960409012276,0.84778028680251,310,236,21,0
O18766,S27,3,660,Road,0.8095392380565397,0.18953244044313822,834,194,29,0
O18767,S18,3,536,Road,0.8630215196926465,0.04621204849017302,45,151,43,1
O18768,S47,3,993,Air,0.2321667766508264,0.4604110973853661,380,307,30,0
O18769,S24,3,1924,Sea,0.8594954126349827,0.7532316993319916,967,314,60,1
O18770,S41,2,1759,Road,0.5496784885725959,0.7490876662816363,60,404,71,1
O18771,S17,3,545,Road,0.9468258487489178,0.00040428177394624676,159,302,43,0
O18772,S31,4,206,Road,0.631299614815256,0.7549708637170963,873,97,31,0
O18773,S1,3,632,Sea,0.23016083051582814,0.3085807688105493,347,468,40,1
O18774,S30,1,1592,Sea,0.662118650954948,0.47677451452856845,879,100,66,1
O18775,S25,3,1586,Sea,0.4861518180069371,0.13946555559379514,973,111,42,1
O18776,S16,3,1010,Sea,0.17924808815483528,0.8828691067163752,724,473,42,0
O18777,S27,3,456,Road,0.6346283665782528,0.5765091563713546,881,322,33,0
O18778,S30,1,220,Air,0.07371106424875928,0.325270560338472,482,481,32,0
O18779,S27,3,118,Road,0.24517691360866756,0.625204145897322,412,370,26,0
O18780,S9,4,1416,Sea,0.924744732672844,0.9177872975180438,833,451,60,1
O18781,S9,4,193,Road,0.5822522184690775,0.8261543256926089,872,143,31,0
O18782,S16,3,359,Road,0.02535775842917698,0.09456373617561042,164,72,12,0
O18783,S15,3,1349,Air,0.376269333447236,0.37713490594681853,274,449,54,1
O18784,S20,3,1562,Sea,0.7301162195658049,0.7718634028044096,808,109,58,1
O18785,S29,4,329,Road,0.17663211262997525,0.911173255192627,783,335,24,0
O18786,S45,3,812,Road,0.854755499833899,0.9296456226050882,903,166,51,1
O18787,S44,5,467,Road,0.7135155399010973,0.24475832523767482,921,434,21,0
O18788,S19,3,932,Road,0.9709373132096146,0.2466590384473658,363,281,41,0
O18789,S15,3,1955,Air,0.2223712299749272,0.6889253245889824,438,425,41,1
O18790,S34,5,681,Sea,0.76163386007247,0.5958724030851434,507,162,33,0
O18791,S3,4,245,Air,0.015991079129798802,0.21725802532535576,289,187,9,0
O18792,S12,5,56,Sea,0.7896406761126251,0.3365011825629767,916,402,29,0
O18793,S30,1,1294,Road,0.20037040223124059,0.870286299901073,90,462,74,1
O18794,S7,2,1999,Road,0.9885036509535888,0.6379037916271489,607,332,63,1
O18795,S43,1,1559,Air,0.4649969167332143,0.858998183370179,945,403,64,1
O18796,S17,3,259,Air,0.9033622922485576,0.9759156650067076,588,229,57,1
O18797,S25,3,1543,Road,0.8781590420641784,0.5984382937200519,276,449,68,1
O18798,S7,2,1263,Sea,0.2899694037554834,0.6988094403750839,12,87,70,1
O18799,S11,1,533,Air,0.8862774098313079,0.8650390432304986,744,373,70,1
O18800,S3,4,1965,Air,0.16245418755707008,0.30486579193116625,458,282,28,0
O18801,S20,3,1780,Air,0.5780472370652808,0.2511175499871675,917,337,41,1
O18802,S28,3,628,Road,0.4986774703375798,0.09953466630208951,687,205,21,0
O18803,S40,3,1698,Road,0.9426486443434251,0.6987836692802777,688,245,56,1
O18804,S14,3,1630,Air,0.613946602293861,0.36632881812683493,504,351,55,1
O18805,S33,2,1160,Sea,0.5253504297745664,0.3787559357030975,868,92,47,0
O18806,S41,2,105,Sea,0.27129566089117485,0.8554569911773424,717,479,43,1
O18807,S1,3,389,Road,0.21972699020785302,0.7924380638282535,461,212,28,0
O18808,S13,4,592,Road,0.22901735233155618,0.5847025435575228,596,419,20,0
O18809,S10,4,1495,Air,0.06832258922583478,0.6066824202923075,914,351,32,0
O18810,S2,5,1264,Air,0.9266730815467312,0.9446366459884581,362,227,65,1
O18811,S13,4,1373,Road,0.40220208786150025,0.17711721006762227,940,348,31,0
O18812,S32,3,1326,Sea,0.9310252005441132,0.7471240679887786,285,446,77,1
O18813,S38,2,1106,Sea,0.984392162470365,0.4265337472991648,44,240,72,1
O18814,S18,3,776,Sea,0.0030557767515269063,0.12039048604684499,977,228,17,0
O18815,S40,3,219,Road,0.15103143133260843,0.03434127287047273,485,346,13,0
O18816,S25,3,1565,Road,0.19296468222932062,0.9926362189311922,724,146,46,1
O18817,S31,4,1062,Sea,0.12181740122608753,0.12314469353584734,673,176,22,0
O18818,S47,3,1491,Road,0.8512823032120518,0.3686220179042383,294,401,63,1
O18819,S50,3,195,Sea,0.4993511566603954,0.14558813181961938,228,491,42,1
O18820,S33,2,917,Air,0.9739096188631865,0.25153512938758693,214,468,76,1
O18821,S19,3,1488,Air,0.5618121728035977,0.8959734815084268,857,307,52,1
O18822,S5,3,1236,Sea,0.7977501981024773,0.6144048782136935,570,317,57,1
O18823,S28,3,596,Road,0.6656730363695718,0.6347240212439611,103,368,49,1
O18824,S47,3,725,Air,0.4326273168897602,0.09934733244594063,635,436,20,0
O18825,S29,4,139,Air,0.7674153555850489,0.7713547599137782,57,258,61,1
O18826,S41,2,1473,Sea,0.4263610296541467,0.37778735727421486,10,382,67,1
O18827,S37,3,1654,Sea,0.5569613220715905,0.5465536497358092,609,341,50,1
O18828,S25,3,1377,Sea,0.7668565012699049,0.37619386513282815,574,489,52,1
O18829,S19,3,1231,Air,0.9355951587098196,0.3741409414522763,689,223,62,1
O18830,S33,2,478,Air,0.5224819278600881,0.42966195067179125,771,439,35,0
O18831,S45,3,1783,Road,0.6782816324504496,0.8075236294173284,455,112,53,1
O18832,S48,3,1149,Air,0.19419151596000683,0.8610309874299893,77,457,52,1
O18833,S14,3,839,Sea,0.9528459003245221,0.32407682090865597,738,209,47,1
O18834,S24,3,1674,Air,0.2423795745111318,0.4475479816833112,271,373,52,1
O18835,S20,3,737,Sea,0.04534300298614169,0.19606634364672582,806,332,19,0
O18836,S20,3,1500,Road,0.8722919289440928,0.838043113519573,300,167,57,1
O18837,S39,4,401,Road,0.2656560109087628,0.3449784561674849,628,409,16,0
O18838,S35,5,802,Road,0.8831266215543218,0.5801385586549554,334,94,38,0
O18839,S6,3,166,Road,0.3269372809126522,0.6841758635502992,851,461,28,0
O18840,S23,3,1296,Road,0.13150183357309708,0.5918383296116116,886,101,38,1
O18841,S49,3,1342,Air,0.6295127245896748,0.8276136449878735,17,231,79,1
O18842,S29,4,1116,Air,0.5692981661766223,0.7666335551860545,621,227,38,0
O18843,S4,4,590,Air,0.43737273030069057,0.2788225641150469,494,241,18,0
O18844,S18,3,679,Sea,0.6415184640250788,0.7708444239112534,254,301,56,1
O18845,S28,3,1747,Air,0.10953644720393985,0.896027487771473,790,270,43,0
O18846,S31,4,1591,Road,0.6192493096764918,0.29819466378270376,560,59,37,0
O18847,S14,3,1755,Sea,0.06059320918367006,0.36999244870788306,897,466,37,1
O18848,S18,3,1304,Road,0.9308992954786537,0.045269413062031916,310,384,59,1
O18849,S26,4,1504,Air,0.4290031842893842,0.4107846663875887,503,344,35,0
O18850,S20,3,1050,Road,0.18979584304616537,0.0476131912265072,91,246,37,1
O18851,S6,3,1787,Road,0.765764735640751,0.11373822122657051,459,321,42,1
O18852,S24,3,298,Sea,0.44541520829458203,0.8775922657695195,190,485,54,1
O18853,S15,3,460,Road,0.5197101546188793,0.41439420647955616,523,490,27,0
O18854,S18,3,1817,Road,0.8840247450824859,0.7368472972672588,362,233,55,1
O18855,S31,4,1834,Road,0.3553417983846747,0.29061571496923955,512,141,32,0
O18856,S37,3,1534,Road,0.4911418007686378,0.842978807941568,77,211,64,1
O18857,S7,2,458,Road,0.36128423295660217,0.4623061850551904,107,420,48,1
O18858,S4,4,800,Road,0.6948778735036327,0.893017554193589,750,135,34,1
O18859,S17,3,1785,Road,0.5764712551588007,0.6690522797672629,105,143,63,1
O18860,S35,5,1297,Road,0.7452701974600545,0.6761035622901247,149,429,59,1
O18861,S35,5,1879,Road,0.8257915095838827,0.016342272146137038,676,492,34,0
O18862,S46,4,133,Road,0.5782036426354322,0.9932897789536492,409,80,34,0
O18863,S31,4,1504,Road,0.2705090980078628,0.3083700810119485,36,281,45,1
O18864,S39,4,93,Road,0.1997824375486018,0.9310213764845969,302,488,40,1
O18865,S14,3,1374,Sea,0.9882341262168531,0.01366356018708692,944,201,50,1
O18866,S5,3,841,Air,0.7802391783641796,0.6056692766664972,124,186,71,1
O18867,S17,3,1750,Air,0.47294253604541325,0.8029594073663042,486,166,48,1
O18868,S35,5,1258,Air,0.6708605925959118,0.3942824472717701,594,438,50,1
O18869,S8,5,895,Air,0.8809213018279828,0.5000164643919046,485,100,49,1
O18870,S25,3,362,Air,0.7143932003494624,0.6407614352587593,824,460,47,1
O18871,S45,3,1914,Air,0.8911691653399029,0.12242455285944454,488,433,57,1
O18872,S30,1,335,Road,0.9062420786031227,0.26526152239954714,632,190,47,1
O18873,S35,5,83,Air,0.08885675282313787,0.39751911784210536,661,489,11,0
O18874,S34,5,1236,Sea,0.2753667542914001,0.9329689869044351,631,236,44,1
O18875,S44,5,1556,Sea,0.41340020362625785,0.05315244408341546,635,208,31,0
O18876,S31,4,521,Air,0.05639232599476518,0.9055358751932843,576,133,22,0
O18877,S24,3,223,Air,0.0464703804697848,0.9698148608631003,591,344,28,0
O18878,S2,5,1667,Road,0.09050963776880516,0.25703624882057996,223,134,23,0
O18879,S44,5,1681,Road,0.8403880297828724,0.34820766019253935,553,109,40,0
O18880,S20,3,52,Road,0.9795929575047705,0.40256793836499927,207,353,51,1
O18881,S6,3,203,Sea,0.6640190371803499,0.07630586687084284,307,239,29,0
O18882,S43,1,1141,Sea,0.38967354565567636,0.3475994112625236,73,285,67,1
O18883,S8,5,360,Road,0.30862870478361604,0.37071905870431554,128,419,30,0
O18884,S13,4,656,Road,0.3723849770191473,0.8576687395887748,343,193,27,0
O18885,S48,3,1051,Air,0.8007766774419721,0.9699886706786214,184,363,78,1
O18886,S11,1,131,Road,0.7733378164325568,0.511351793293998,237,325,64,1
O18887,S14,3,264,Air,0.5321326231741836,0.15792494242276067,674,447,23,0
O18888,S35,5,588,Road,0.5302963653260367,0.10228179328193088,546,479,14,0
O18889,S22,2,178,Sea,0.7020497935774166,0.6639752010777468,848,225,48,1
O18890,S33,2,967,Road,0.021218715215776895,0.9789919023947872,738,340,43,0
O18891,S1,3,1601,Air,0.46060328829190333,0.7254785116005484,385,496,62,1
O18892,S37,3,1707,Air,0.9378591905319951,0.32874539496841026,905,494,61,1
O18893,S22,2,1227,Sea,0.4770553338719522,0.7646849973356045,516,147,60,1
O18894,S43,1,504,Sea,0.8785461715013579,0.23764638713905384,438,303,51,1
O18895,S48,3,528,Air,0.1718727138341325,0.26176656234360096,411,448,33,0
O18896,S20,3,547,Air,0.04933659169891624,0.16504304063494124,596,492,13,0
O18897,S40,3,288,Road,0.2576759938836064,0.5697216755942993,840,349,25,0
O18898,S33,2,1325,Sea,0.8198486342096196,0.8502519739151969,298,226,69,1
O18899,S18,3,667,Sea,0.003254357563738819,0.6411045638977629,114,259,41,1
O18900,S5,3,1584,Sea,0.8096795057435153,0.2084065651437994,657,310,49,1
O18901,S4,4,1884,Sea,0.2633495765839311,0.5808850009691063,626,372,40,1
O18902,S36,4,1999,Sea,0.7615955612272735,0.7374510785336599,443,242,53,1
O18903,S11,1,1817,Sea,0.1058576805440179,0.9844686726447763,203,86,64,1
O18904,S19,3,383,Air,0.40831610233450466,0.23887545297601842,4,273,37,0
O18905,S1,3,1830,Sea,0.12905243958910972,0.40391618810251095,179,160,39,0
O18906,S10,4,940,Road,0.6675490225030298,0.6875753282317364,599,130,38,0
O18907,S16,3,1891,Air,0.15815398441699602,0.3639540426794359,306,439,49,1
O18908,S50,3,807,Air,0.5170519304348582,0.5592634889490665,164,407,53,1
O18909,S49,3,281,Sea,0.5126116080507872,0.8273340221339552,599,314,40,0
O18910,S12,5,1807,Road,0.6608034521464357,0.7710615610463031,313,133,44,1
O18911,S45,3,50,Sea,0.12018498252791021,0.7774558758737192,905,56,31,0
O18912,S20,3,563,Road,0.3634399840380237,0.16891958774724958,112,216,35,0
O18913,S29,4,573,Road,0.19516912059855984,0.2299489887223305,197,282,28,0
O18914,S45,3,927,Sea,0.52693349678622,0.5641913232871355,352,382,58,1
O18915,S5,3,777,Road,0.3454073589137937,0.4214479603216661,105,368,39,1
O18916,S29,4,581,Sea,0.5380884315867606,0.6030735153828561,707,87,31,0
O18917,S25,3,899,Road,0.21188355699950556,0.6117841861329375,818,306,33,0
O18918,S24,3,1179,Air,0.033300435854143884,0.6996267117970961,437,85,31,0
O18919,S13,4,197,Road,0.8928679839726369,0.4002796540939544,185,115,30,0
O18920,S35,5,101,Air,0.7815637638386989,0.3703436654037554,741,283,36,0
O18921,S26,4,1538,Road,0.48088680509478166,0.13423604767757025,365,496,47,1
O18922,S44,5,319,Air,0.27052356880963724,0.9005381255315932,688,241,24,0
O18923,S46,4,974,Air,0.6645813678037407,0.024975292129248317,85,215,53,1
O18924,S32,3,1992,Air,0.8549818716060255,0.3920158548089009,375,495,76,1
O18925,S40,3,710,Air,0.6857477601328338,0.8041866923465745,281,217,50,1
O18926,S38,2,332,Road,0.16635134409911623,0.11002856509103864,147,489,37,0
O18927,S12,5,1253,Air,0.8041750087617136,0.8602605527661483,620,373,61,1
O18928,S12,5,396,Air,0.06790507843336002,0.7263230869497672,404,227,16,0
O18929,S38,2,609,Air,0.644419012293096,0.4360109783940048,714,249,50,1
O18930,S39,4,1109,Road,0.9129291084614308,0.0720735901682441,975,484,32,0
O18931,S30,1,1025,Road,0.10108013549251693,0.579971135140184,467,421,45,1
O18932,S39,4,1289,Sea,0.09691817402129521,0.1597547528295069,710,415,29,0
O18933,S42,3,1797,Air,0.1109639178226024,0.8554855065122905,840,407,42,1
O18934,S9,4,333,Road,0.6089935391198037,0.25064664504079626,174,146,21,0
O18935,S36,4,1172,Sea,0.13495616659135556,0.34394651305687696,810,197,26,0
O18936,S3,4,265,Sea,0.7707747004430539,0.4034645243438312,723,253,32,0
O18937,S1,3,311,Road,0.22353257008890315,0.528842023266168,416,133,23,0
O18938,S33,2,525,Air,0.5681970608406948,0.47063273940074146,335,182,37,0
O18939,S35,5,663,Road,0.4142772840143032,0.0658450936042313,653,218,11,0
O18940,S27,3,348,Road,0.07227514749727337,0.43255754951300396,699,238,19,0
O18941,S23,3,290,Road,0.24229728345970336,0.7895043892317601,981,302,29,0
O18942,S45,3,1265,Road,0.6371728768645446,0.033733756704645845,933,453,38,0
O18943,S11,1,569,Sea,0.2966976938528503,0.9492385920468602,996,74,53,1
O18944,S17,3,1788,Air,0.6992749248216047,0.3767154384608553,387,180,57,1
O18945,S48,3,424,Road,0.5517844805128332,0.6241340053492476,115,293,47,1
O18946,S41,2,79,Road,0.7204547624805643,0.8494427067682708,688,112,47,1
O18947,S33,2,346,Sea,0.7334833494542491,0.8907818308151081,591,348,53,1
O18948,S8,5,1352,Road,0.7005562110121439,0.6685892018448747,320,94,43,1
O18949,S46,4,121,Air,0.5463348162209576,0.4253915485339742,307,260,23,0
O18950,S3,4,488,Road,0.509097098855369,0.8333963651493823,505,349,30,0
O18951,S16,3,1524,Road,0.028729657479225956,0.9109062790741611,783,464,41,1
O18952,S19,3,866,Sea,0.5436003545356939,0.38051547957417264,771,289,40,0
O18953,S5,3,1528,Road,0.532035367642651,0.8718420628171732,204,433,66,1
O18954,S7,2,1526,Air,0.09853825626802826,0.32947345077361945,84,419,55,1
O18955,S21,4,218,Sea,0.24895392476485,0.28657174784069095,566,481,20,0
O18956,S42,3,962,Sea,0.7030640944832156,0.22629182765904,37,407,56,1
O18957,S7,2,285,Sea,0.300793908721514,0.16327321558504493,273,439,46,0
O18958,S4,4,247,Air,0.7204226183179738,0.17421578011131666,831,266,34,1
O18959,S44,5,1032,Road,0.9465385343251286,0.5670087101507097,994,421,39,0
O18960,S19,3,430,Road,0.8112149707474846,0.26622971958887387,679,333,31,0
O18961,S18,3,850,Sea,0.4581329068811425,0.7286822911704585,13,94,60,1
O18962,S15,3,659,Air,0.17348204911516685,0.6684161812334719,270,107,25,0
O18963,S25,3,947,Sea,0.1495338003756529,0.6193470417475014,500,73,37,0
O18964,S34,5,331,Air,0.46938006195761106,0.2663055571099312,852,318,16,0
O18965,S7,2,726,Road,0.7321300687006004,0.9570569637728702,19,290,64,1
O18966,S40,3,923,Sea,0.8649508597074624,0.9032079988243427,744,408,56,1
O18967,S7,2,1497,Sea,0.4377039092072854,0.001595187717650881,156,168,61,1
O18968,S7,2,1806,Air,0.8064550202305519,0.25723441978517003,748,361,65,1
O18969,S7,2,1082,Road,0.248687115067167,0.3070347703738101,359,428,51,1
O18970,S4,4,1942,Sea,0.3072557084826777,0.5335798394246555,782,423,40,0
O18971,S47,3,1506,Road,0.34047856246731334,0.7769887585374837,207,295,60,1
O18972,S10,4,1746,Sea,0.24390386149771892,0.5272656947937531,111,183,54,1
O18973,S41,2,1736,Air,0.43048749402631903,0.25788344324486023,166,248,60,1
O18974,S31,4,1684,Sea,0.32294246055246856,0.22881819820184257,257,332,50,0
O18975,S32,3,170,Road,0.4165990012207694,0.885290849685498,986,67,34,0
O18976,S43,1,1516,Road,0.6977813418186735,0.07192081942413109,402,498,70,1
O18977,S6,3,162,Road,0.23665215363589254,0.7288003876980812,632,192,27,0
O18978,S45,3,1083,Road,0.29013196345391046,0.17444683692563845,345,497,41,1
O18979,S23,3,1818,Sea,0.9718956867447673,0.9368010668982538,476,312,66,1
O18980,S25,3,1798,Air,0.42125942410743955,0.18706937691226644,604,270,36,0
O18981,S39,4,1224,Road,0.8177192205288147,0.1708608547408722,362,117,39,0
O18982,S46,4,1069,Road,0.5888633390268492,0.9341700526361594,529,434,41,0
O18983,S9,4,1642,Sea,0.9120162674623792,0.5022211856804358,664,348,52,1
O18984,S9,4,1404,Sea,0.45938422106538424,0.8565089717016289,902,217,49,1
O18985,S14,3,765,Road,0.8089389082598121,0.5159948189726765,126,470,50,1
O18986,S19,3,1191,Road,0.6340293361375626,0.7374359989671941,594,222,43,1
O18987,S45,3,432,Sea,0.8983103416938288,0.15441937138896922,989,93,35,1
O18988,S48,3,1620,Road,0.6309795032816838,0.7058304236883085,288,377,65,1
O18989,S15,3,100,Road,0.3403099711458646,0.0026884333646320924,814,465,16,0
O18990,S34,5,1623,Sea,0.7393847242569795,0.45991021053271974,177,317,60,1
O18991,S45,3,374,Sea,0.7373229785351266,0.7887347885721492,79,389,58,1
O18992,S49,3,305,Road,0.5984224334699887,0.5572410931965365,561,55,31,0
O18993,S7,2,715,Sea,0.5083393834557778,0.26229231231576566,350,412,52,1
O18994,S9,4,633,Road,0.7274054233067642,0.38443185601798424,734,319,26,0
